"company","description","externalApplyLink","id","jobType","jobType/0","jobType/1","location","positionName","postedAt","rating","reviewsCount","salary","scrapedAt","url"
"Frost Energy Services","Full Job Description
*Commission Based Only*
Tired of working long hours and getting paid the bare minimum? Look no further, Frost Energy Services is growing rapidly and looking for hardworking Sales Representatives that are ready to make good money and grow within a company!
Job description
Why join our Team?
We are different from our competitors because we have a patented product that goes with our solar that makes it easier to sell. Check out our website for more information.At Frost Energy Services, we are growing rapidly. We are looking for people who fit our culture of growth and development. We also allow families to approach financial freedom through utility cost savings.The PromiseFrom day one, Solar Sales Closers will be provided with the tools necessary to meet their professional and financial goals rapidly. A step-by-step development program guides new sales closers to success at this opportunity. There is no ceiling to the growth benefits.

 Attend training as needed.
 Door to door sales
 Solar Sales Closers travel to scheduled solar consultations, educate clients about renewable energy, and walk customers through the solar sales process.

Responsibilities

 Providing excellent customer service.
 Qualify and close homeowners that meet the appropriate criteria
 Meet individual and team sales goals.
 Manage an organized calendar and attend scheduled appointments set by Frost.
 Primarily focused on pitching and closing sales in homes.

Expectations and Critical Skill Sets

 Operate outside of an office environment and you are able to sell anywhere in the US.
 Must be able to meet with clients at times that work best with their schedules. Accommodating evening and Saturday appointments will be required.
 Able to handle mature conversations with customers, vendors, and other employees in a respectful format.
 Must have access to a vehicle and smartphone at all times.
 Self-motivated, competitive, and a problem solver

Benefits

 Company and team incentives and bonuses (swag, paid vacations, gift cards, etc.)
 Flexible schedule
 Competitive pay
 Just one sale is thousands in commission.

Job Types: Full-time, Part-time
Pay: $150,000.00 - $250,000.00 per year
This is commission based only.
Benefits:

 Flexible schedule

Schedule:

 You work on your own time. As much as you put in, the more you get out.
 Monday to Friday
 Weekend availability

Supplemental pay types:

 Commission pay

Experience:

 Sales: 1 year (Required)
 Door-to-door: 1 year (Preferred)

Work Location: On the road
Hiring Insights
Hiring 10+ candidates for this role
Fast hiring
Job Types: Full-time, Part-time
Pay: $125,000.00 - $250,000.00 per year
Benefits:

 Paid training

Schedule:

 Monday to Friday
 Weekend availability

Supplemental pay types:

 Commission pay

Work Location: On the road",,"dd0ec7b7471e99d8",,"Full-time","Part-time","Dallas-Fort Worth, TX","Sales Representative","Posted today",,,"$125,000 - $250,000 a year","2022-11-14T23:22:56.269Z","https://www.indeed.com/company/Frost-Energy-Services/jobs/Sales-Representative-dd0ec7b7471e99d8?fccid=ce84bcbab106ecde&vjs=3"
"New Home Marketing and Consulting","NEW HOME SALES MANAGER - Gulfport, MS. High Volume New Home Builder looking for an experienced Sales Manager to manage sales operations. Ability to recruit, select, train, manage and motivate a sales team is essential. 80% of this position will be in the field assisting with the procurement of new sales in a fast paced environment.
Job Type: Full-time
Pay: Up to $150,000.00 per year
Benefits:

 401(k)
 Dental insurance
 Health insurance
 Paid time off
 Vision insurance

Schedule:

 Monday to Friday
 Weekend availability

Supplemental pay types:

 Bonus pay

Ability to commute/relocate:

 Gulfport, MS 39501: Reliably commute or willing to relocate with an employer-provided relocation package (Preferred)

Experience:

 Sales management: 10 years (Preferred)

License/Certification:

 Driver's License (Preferred)

Work Location: One location",,"69812e5fe63756ea",,"Full-time",,"Dallas, TX","New Home Sales Manager","Posted today",,,"Up to $150,000 a year","2022-11-14T23:22:57.008Z","https://www.indeed.com/company/New-Home-Marketing-and-Consulting/jobs/New-Home-Sales-Manager-69812e5fe63756ea?fccid=0484590b0dd0e7c0&vjs=3"
"Sunshine Care Centers","JOB SUMMARY
The candidate will be highly motivated and show good organization skills. Must be a self-starter and need little supervision. The candidate must have a good grasp of the industry trends, which will become the bases for strategic planning and forecasting. The candidate will take a lead role in growing the practice through the promotion of brands and service offerings across business unit segments, industry niches and the firm overall. This role will create brand awareness and drive lead generation through strategic marketing initiatives using a mix of traditional, digital and content marketing campaigns. This person will play a major role in developing and implementing best practices in marketing, business development support and segment development for the firm.
DUTIES AND RESPONSIBILITIES
A. Identifies trendsetter ideas by researching industry and related events, publications, and announcements; tracking individual contributors and their accomplishments
B. Protects organization's value by keeping information confidential.
C. Updates job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations.
D. Manage expectations and educate community partners and firm about marketing priorities, concepts and program rules.
E. Develop and maintain CRM database strategy and implementation.
F. Responsible for driving the Sunshine Care Centers culture through core values and upholding Sunshine Care Centers standards.
G. Develop and execute strategic marketing plans with individual industry niche and business segment leaders and teams
H. Develops and maintains relationships through effective and timely communication.
I. Enhances organization reputation by accepting ownership for accomplishing new and different requests; exploring opportunities to add value to job accomplishments.
J. Research prospective accounts in targeted markets, pursue leads and follow through to a successful agreement
K. Maintains a safe, orderly, and clean kitchen at all times and must be able to demonstrate this by using proper food-handling techniques.
L. Maintain relationships with current clients and identify new prospects within the area you have been assigned
M. Creative talents and the ability to solve tough problems.
N. Professional representation of Sunshine Care Centers.
O. Skill in prioritizing and triaging obligations.
P. Able to travel upon request.
Q. Ensuring ordering of supplies and food is conducted in a timely manner.
R. Any and all other duties/tasks as may be assigned from time to time.
COMPETENCIES
1. Ability to close deals.
2. Motivation for sales.
3. Ability to consistently show knowledge and ability to provide information about program.
4. Presentation skills.
5. Ability to work in multi-task environment.
6. Superior presentation and communication skills, both written and verbal
7. Ability to handle pressure and meet deadlines.
8. Ability to work in multi-task environments.
9. Excellent time management.
10. Sound judgment with an empathetic approach and management style – a people person who is flexible and adaptable to change and the ability to overcome obstacles to successfully perform and accomplish the mission and vision of the firm.
11. Ability to demonstrate familiarity with various cooking methods, equipment, and procedures.
12. Ability to follow instructions and work as a team.
13. Ability to communicate with weekend chef and all other staff members.
14. Maintain appropriate communication when speaking with potential customers.
15. Understand the importance of self-awareness in one’s personal, professional, and cultural life.
16. Adheres to a set of core values that are represented in decisions and action and sees the value of cultural, ethnic, gender, and other individual differences in people and creates an environment of learning about, valuing, encouraging, and supporting differences.
17. Demonstrates cooperation and teamwork with the ability to resolves issues effectively and is viewed as a positive team member and/or colleague.
18. Follows through and understands all aspects of treatment.
19. Values and seeks input and expertise of others and continuously contributes to the team environment by working effectively with others on the team to accomplish work.
20. Demonstrates cooperation and teamwork.
21. Ability to Resolves issues effectively and is viewed as a positive team member and/or colleague.
22. Values and seeks input and expertise of others.
23. Contributes to the team environment by working effectively with others on the team to accomplish work.
24. Treats co-workers with respect, honesty and fairness.
PHYSICAL DEMANDS & WORKING CONDITIONS
§ Ability to stand for long periods
§ Ability to lift 20 to 40 pounds
MINIMUM QUALIFICATIONS
§ Education: 
- Minimum Education – High School / GED
- Valid driver’s license
§ A minimum of 1 year working in a business development
§ Required Trainings (Must be obtained prior to start date and no later than 5 business days after start date)
- HIPAA Certification
- CPR and First Aid Certification
§ Proven experience in support of sales, traditional and digital marketing activities and product management.
Job Type: Full-time
Pay: $45,000.00 - $80,000.00 per year
Benefits:

 Dental insurance
 Health insurance
 Paid time off
 Vision insurance

Schedule:

 8 hour shift

Experience:

 Business development: 1 year (Preferred)
 Sales: 1 year (Preferred)

Willingness to travel:

 50% (Preferred)

Work Location: One location",,"843446dfb9aa7c15",,"Full-time",,"Arlington, TX 76006","Business Developer","Posted today",,,"$45,000 - $80,000 a year","2022-11-14T23:22:57.453Z","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLxniXb9xd09bch3T7EymxCrgj1jiT2kSu__xrmi42oFhCopCT9-6Q75tbf8e1J6VoO9QvWfxFGHX2AcXZ0_IBoFX8oGD8Z4hG3BY6cUiDBYf3StpVz-Cwb5IRNVAPS72-TTVLVZOzDsuq_jeeaV-DBN1STNUH5vJnXC2GEaWIl2DR41V2q59i86HtIKdZI33TwU_3KV6XuM_pxyFyiJAajxIV-QOYmN2kiLXiF0kSUXsgpIY8FECLVgxyhEKatnCBHieFSdgDxca5qeLsfZ9bEVuv5gdLHFPVGpPj5vGuQlA8bE2ilQ_SmQswkXj9ZwFMjMwHMVlpJ7kJHFH9meiwfDX8j07l2ARlRrFeThRngCPhzNb26aBdIafkBQnwrh-YR-qkU_Dh-0qKpndu_dx_3PlD9NoGOEX683dFwGGUVesgwmgIDRpSJs0xmBQmNhXeI4Ng_N82oGop9TrYuhQCxDvn3PKUpi7-4EsG6ROUaqPjCJHIJ1Hv&xkcb=SoBL-_M3X8GRNf33SZ0JbzkdCdPP&p=0&fvj=1&vjs=3"
"Dallas Arboretum","
 
  Talented individuals are needed to fill temporary positions during our festival. A positive personality is needed to sell fun and fascinating items on carts outside in the garden. Cash handling experience; ability to stand for extended periods and work in all weather conditions.
 
","https://www.indeed.com/applystart?jk=6fdbd8200fcd2801&from=vj&pos=bottom&mvj=0&spon=0&sjdu=RDvCd5PFt0B4_CTl9o0j0u5n5ncXjW4K3prDwgKQoQMQ4MMoT-RmJNnAzQHKOivC6vxHxc6jULwDGnv5DFKdF5RUCYJut9cKibBdxKMFZUk&vjfrom=serp&astse=efa05bafecd01cff&assa=9610","6fdbd8200fcd2801",,,,"Dallas, TX 75218","Gift Cart Sales Associate","Posted today","3.3","58",,"2022-11-14T23:22:59.814Z","https://www.indeed.com/rc/clk?jk=6fdbd8200fcd2801&fccid=44090f25c62d8cb3&vjs=3"
"Skyway Financial Group","This position is for closers, if you don't know what that means then it may not be the job for you. We are looking for income driven, sales minded individuals, who can appreciate and respect a relaxed work environment. Our team believes in quality over quantity so we are very determined to see the type of skill set necessary to perform in this industry. If you are looking for an opportunity to make 75k-100k+ a year and are willing to work your butt off to get there please reach out to 817-768-5572. You can also apply on our website at www.skywayfinancialgroup.com.
Skyway Financial Group is a document preparation company that specializes in student loan consolidation and credit repair. As the sales representative you will take anywhere from 50-500 calls in a day. It is your responsibility to assess the client's financial situation to determine which government program will be right for them. Upon reaching an agreement you will then negotiate the processing payment for Skyway to file the paperwork. Commission is uncapped and paid out monthly with a base pay paid out every two weeks.
We are seeking an Inbound Sales Representative to join our team! You will resolve customer questions and offer solutions to drive company revenue.
Responsibilities: 

 Inbound calls
 Outbound calls
 Prospect and contact potential customers
 Reach agreed upon sales targets by the deadline
 Resolve customer inquiries and complaints
 Set follow-up appointments
 Create sales material to present to customers

​Qualifications: 

 Previous experience in commission sales
 Familiarity with CRM platforms
 Ability to build rapport with clients
 Strong negotiation skills
 Deadline and detail-oriented
 Proficient in Microsoft
 Microsoft Teams
 Microsoft Excel
 Microsoft Word
 Microsoft Outlook
 Docusign

Job Types: Full-time, Part-time
Pay: $19,518.04 - $90,000.00 per year
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Flexible schedule
 Health insurance
 Paid time off
 Vision insurance

Shift:

 8 hour shift
 Day shift
 Morning shift

Supplemental pay types:

 Bonus pay
 Commission pay

Weekly day range:

 Monday to Friday

Work setting:

 Hybrid remote
 In-person

People with a criminal record are encouraged to apply
Ability to commute/relocate:

 Bedford, TX 76021: Reliably commute or planning to relocate before starting work (Required)

Experience:

 Sales: 1 year (Preferred)

Work Location: Hybrid remote in Bedford, TX 76021",,"99e466325d42fc1b",,"Full-time","Part-time","Bedford, TX 76021","Inbound Sales Representative","Posted today",,,"$19,518 - $90,000 a year","2022-11-14T23:23:01.405Z","https://www.indeed.com/company/Skyway-Financial-Group/jobs/Inbound-Sales-Representative-99e466325d42fc1b?fccid=4e0fcee458e6b0ef&vjs=3"
"Stanley Automotive","
 Seeking Spanish Speaking Talented Individuals for Our Management Training Program at our Mesquite Texas location! Must be bilingual in Spanish and English 
 Are you looking for more than a JOB? Do you desire to have an opportunity CREATE a great life for yourself? 
 Come Join the Stanley Family! TEXT ""SALES10"" TO 972-630-4473 TO APPLY NOW 
 Opportunity to create annual income from $48,000 to $80,000 and beyond! 
 We pay you while you train! No Experience Necessary! 
 Competitive Compensation Package including Employer sponsored Healthcare benefits, Paid Time Off, 401k Participation, Opportunity to Grow! 
 Qualified candidates will have the opportunity to learn the business from the ground up by starting their program as an Automotive Sales Consultant. They will have an opportunity to participate in industry leading training programs as they develop their skills through formal and on the job dealership training they will receive as they are mentored through the program. 
 Top performers may be considered for our manager trainee program. 
 Our Group is dedicated to investing time and resources in our people. Come Grow with Us! 
 Strong Internet Skills are a plus! 
 Job Perks! 
 
  Employer sponsored benefits after probationary period 
  Paid Time Off after probationary period 
  401k participation eligibility after 6 months of service 
  
 Job Requirements 
 
  Digital and Social Media Marketing Experience a Plus! 
  Self-Starter 
  Ability to invest a significant amount of personal time and energy outside business hours to the education and training process 
  Strong Auto Sales and/or Customer Service Experience is a Plus but not required 
  Strong Ethics and Values 
  Excellent Leadership and Communication Skills 
  Excellent People Skills 
  Must Pass Background and Drug Screen 
  Must have valid driver’s license and pass motor vehicle record test 
 
 
  Come Join the Stanley Family!
 
",,"4203a6024c5a8ecd",,,,"Mesquite, TX","Automotive Sales Consultant","Posted Just posted","3.3","40","$48,000 - $80,000 a year","2022-11-14T23:23:03.197Z","https://www.indeed.com/rc/clk?jk=4203a6024c5a8ecd&fccid=40993c168e72efff&vjs=3"
"Nielsen","We provide our clients with the deepest understanding of audiences—and we can't do that without our Panel Recruitment and Field Operations teams. They work in-person to build important connections with current panelists, who provide the vital data that powers businesses, and recruit new panelists.*HIRING IMMEDIATELY! Field Sales Representatives*
What are some Field Sales Representative responsibilities: 

 Conduct in-person interviews in panelist’s homes.
 Navigate secured buildings, gated communities, stairs, elevators, walkways and driveways (paved and unpaved) and a variety of entrances into a prospective participant's residence.
 Travel to selected homes within a territory using a company-provided vehicle.
 Approach statistically-selected homes (door to door) with or without an appointment.
 Persuade selected households over the phone and/or in person to participate in Nielsen TV, Radio and Computer Research.

What are the qualifications: 

 Enjoy meeting and interacting with all types of people.
 Demonstrate the ability to ""sell” selected participants on the importance of participating in the Nielsen Ratings.
 Bring relevant work or volunteer experience that includes customer service, market research, education, census bureau research, in-field research, hospitality , social service, door-to-door sales, campaign canvassing, etc.
 Work and manage a non-traditional schedule that includes evenings and weekends.
 Meet minimum education requirements: High School Diploma or GED OR 2 + years equivalent work experience.
 Show proficiency using a tablet and smartphone including the use of e-mail, spreadsheets, and other computer applications.
 Have a valid driver’s license, and satisfactory driving record.
 Consistently meet individual performance metrics.

Physical Demands: 
The associate must be willing and able (with or without reasonable accommodation) to be outside, in all weather conditions, year-round going door-to-door into people’s homes. Be able to navigate stairs, elevators, walkways and driveways (paved and unpaved) and a wide variety of entrances into people’s homes. Willing and able to interact with people for several hours in their home - regardless of the location or condition of their home, this includes, but is not limited to homes that may contain pets, dust, plants, odors or other irritants of any kind, as well as be in various states of cleanliness or disarray.
Physical Requirements

 Travel Locally for up to 50% of the time
 Driving for up to 8 hours per day
 Standing for up to 6 hours per day
 Kneeling for up to 2 hours per day
 Ability to climb stairs
 Ability to walk half of a mile
 Ability to work in all seasons and inclement weather

Nielsen: Enabling your best to power a better media future. Our comprehensive benefits package (including health & wellness plans, 401(k) retirement coupled with a Nielsen match, a generous paid time off policy, company provided car for those who qualify, and if eligible, a discretionary incentive/bonus) is designed to be inclusive for all employees and families, and we take pride in ensuring that employees are rewarded holistically for the role they are doing and their performance.
A reasonable estimate of salary range for a new employee to be offered this role would be $ 43,500, which would be adjusted based on each employee's geographic location. The position of each employee within a compensation range at Nielsen is dependent on several individual circumstances, such as experience, training, certifications and other business requirements/needs.
Nielsen is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class.
#LI-JM1
Job Type: Full-time
Pay: From $43,500.00 per year
Schedule:

 Evening shift
 Weekend availability

Supplemental pay types:

 Bonus pay

License/Certification:

 Driver's License (Required)

Work Location: On the road",,"ea63bbe9f24c029e",,"Full-time",,"Dallas, TX","Field Sales Representative","Posted today","3.8","2917","From $43,500 a year","2022-11-14T23:23:03.602Z","https://www.indeed.com/company/Nielsen/jobs/Field-Sales-Representative-ea63bbe9f24c029e?fccid=683f563b5cc25b70&vjs=3"
"Lone Star Analysis","
 Company Overview
  Lone Star Analysis is a rapidly growing company offering applied decision intelligence and engineering solutions to enhance innovation, create economic strength, and make the world safer. Since 2004, organizations have trusted Lone Star to deliver actionable answers to complex problems in manufacturing, aerospace, defense, energy, logistics, transportation, and communications.
  System Engineering & Integration Solutions group (SEIS), is a long-time leader with proven performance in the Aerospace and Defense industry providing faster, better solutions to government agencies, armed forces, and contractors providing strategic advantage when decisions really count.
  Job Description
  We are adding a new member to our SEIS team. The Business Development Manager will report to the Vice President, SEIS in Addison, Texas. The potential candidate should expect responsibility for business development pursuing new business, maximizing current customer relationships, and revenue growth for SEIS. Business Development in the areas of Systems Engineering services, Program Management, Intelligence Solutions, Test and Integration, software applications that define and support requirements, mission planning, Artificial Intelligence applications, systems integration, and simulation design requirements to support various Lone Star solutions. The Business Development Manager works closely with the SEIS team members to ensure successful delivery of all client requirements on time and on budget.
  We are currently seeking someone experienced in establishing and maturing client relationships, conducting market analysis, identifying potential clients, paths for future growth, and assisting with closing sales opportunities for our Systems Engineering and Integration Solutions lines of business. The ideal candidate will have a strong background in Business Development and experience in Program Management, working with the US Military, Intelligence agencies, Foreign Ministries of Defense and/or Defense and Aerospace contractors. This position is instrumental to the company's future growth and diversification efforts.
  Responsibilities 
 
  Understands and can clearly articulate customer requirements with respect to systems engineering, requirements flow down, modeling and simulation, weapon testing, engineering services, sub-system testing and technical integration across all DoD services and contractors within the Aerospace/Defense Industry
   Understands Department of Defense and other government agencies acquisition process - including, but not limited to, reading/parsing RFPs and/or SOWs
   Self-directed and can sell services and solutions in a ""make happen,"" non-program of record environment with little or no direction
   Comprehends and can clearly communicate Lone Star Analysis' full line of business offerings, capabilities, benefits, and competitive advantages
   Possess the knowledge and experience to prospect, develop leads, qualify opportunities, close business, and build relationships with new and existing clients within the defense and aerospace sectors
   Builds and maintains a robust pipeline of business opportunities that enable meeting sales targets and other critical business development metrics
   Possess strong communications and presentation skills that can be utilized in engaging potential customers as well as within Lone Star Analysis
   Possess excellent organizational skills
   Provides market feedback to the company leadership regarding competitive offerings, prospect needs and product development ideas
   Protects company proprietary, private, and competitive information
   Other duties as assigned.
 
  Key Requirements 
 
  Must be comfortable with the prospect of working across several industries (Aerospace, Defense, Manufacturing, Energy, Transportation, Logistics, and Telecom) and across several domains (Operations, T&E, Design and Development, Technology, and Others) as required.
   Excellent communications, negotiation, and sales skills
   Ability to see the big picture yet focus on small details
   Highly organized, technically skilled with Microsoft Office suite and Sales Force (or comparable CRM)
   Effective time management skills with attention to detail
   Must be highly collaborative and capable of working independently or in a team-based environment
   This position does require travel to client sites, up to 25% Travel CONUS/OCONUS
 
  Additional Qualities
 
   Experience using predictive analytical tools to optimize processes and operations
   Technical, specifically engineering and/or military background preferred
   Currently holds at least a US Government Secret clearance, or ability to obtain
 
  Education & Experience
 
   Must have at least a BS with equivalent experience with Masters' degree preferred
   Minimum 5 years of experience in Government contracting, acquisition, program management or technical management position
 
  Expectations do not include: 
 
  All of the desirable attribute within a single candidate.
 
 
  Why Lone Star? 
 Have you ever wanted to...Work on cutting edge issues? Experience what it feels like to have your work truly make a difference? Work in a high trust, high performance environment and feel valued? If the answer is 'yes' then Lone Star might be for you. There is one catch however, you can't hide in our culture. So, if we appeal to you, bring your 'A' game.
  What We Offer 
 
  A great culture and work environment
   Heavily subsidized cafeteria style medical, dental & vision
   Flexible PTO and work hours
   Some remote work options
   Company match 401(k) and IRA
   Subsidized HSA (w/ HDHP medical election)
   Company paid Medical Concierge Service
   Company paid Life and AD&D
   Company paid Short- & Long-term Disability
   Professional Development Reimbursement
   Variable compensation and Equity options
   Company paid Medical Concierge Service
   Company paid Identity Theft Protection
   Company match Charitable Donation policy
   Company paid Family Leave
 
  Legal / Compliance Statements
  Lone Star's normal requirements apply, in addition to these job specific attributes. This position is expected to span across 2-4 levels. Lone Star is committed to protecting your personal data and is an equal opportunities employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin or any other characteristic protected by law. See the company website for more information about Lone Star and how we hire; www.Lone-Star.com

",,"ab53bb543a90d93e",,"Full-time",,"Addison, TX","Business Development Manager","Posted today","5","2",,"2022-11-14T23:23:04.231Z","https://www.indeed.com/rc/clk?jk=ab53bb543a90d93e&fccid=77284ebadb5e0a08&vjs=3"
"Arbor Eyewear","Founded in 2017, Arbor Eyewear is a product of many years of experience and a passion for craftsmanship. Our mission is to produce exceptional eyewear with new takes on timeless design using the finest materials.
Our organization is currently in search of an Outside Sales Representative to join our team and help us sell our products to our clients. The ideal candidate will have extensive sales experience, extensive knowledge of our product line, and will be able to meet or exceed sales goals.
Responsibilities:

 Sell products or services to large companies.
 Sell products or services to small companies.
 Sell products or services by phone.
 Meet or exceed the sales goals set by upper management.
 Use the computer to obtain information needed for calling on customers or clients.
 Travel to other locations to sell products or services.
 Be able to understand the product or service well enough to describe it to customers and potential customers.
 Deal with upset customers.

Job Type: Contract
Benefits:

 Company car
 Employee stock purchase plan
 Profit sharing

Schedule:

 Monday to Friday

Supplemental pay types:

 Commission pay

License/Certification:

 Driver's License (Required)

Work Location: Remote",,"ada05abe91f68116",,"Contract","Remote","Dallas, TX","Outside Sales Representative","Posted today",,,,"2022-11-14T23:23:04.427Z","https://www.indeed.com/company/Arbor-Eyewear/jobs/Outside-Sales-Representative-ada05abe91f68116?fccid=37f8fed5d161570e&vjs=3"
"Centivo","
 
  We exist for American workers and their employers - who are the backbone of our economy. That is where Centivo comes in - our mission is to bring affordable, high-quality healthcare to the millions of Americans who struggle to pay their healthcare bills.
 
  Centivo is looking for a Senior Sales Solution Consultant to join our team! 
  As a Senior Sales Solution Consultant you will partner with the Employer Solutions Lead, National Account Sales Executive and Chief Revenue Officer to support specific sales pursuits. 
  What you'll do: 
  
  In partnership with the National Account Sales Executive, prepare for and deliver employer and broker specific proposals and presentations based on: 
   
    Employer specific healthcare strategy, brokers, geographies, etc. understanding buyer/potential specifications 
    Centivo network/product features 
    Centivo's multi-year product and network strategy 
   
  Participate in broker and employer meetings/finalist presentations as a technical expert on Centivo's proposal/value proposition, including: 
   
    Pricing 
    Network 
    Performance guarantees 
    Customized offerings 
   
  Coordinate customized proposals, working across key business functions (network, product, analytics, operations, marketing) that integrate Centivo's offerings including: 
   
    Financial proposal with pricing/performance guarantees 
    Stop-loss coverage and pricing 
    Network details (geoaccess, network and disruption analyses) 
    Plan design modeling 
    Integration of specific programs/vendors 
    Member app/product customizations 
    TPA operational details 
   
  Serve as the internal expert for the sales team for key network/product tools and strategy (i.e. network mapping, census tool etc.) 
  For national accounts sold cases, support smooth transition and handoff to implementation and client success teams 
  
 You should have/be: 
  
  Advanced skills Excel and PowerPoint for sales presentations 
  Ability to cultivate strong relationships and credibility with partner organizations 
  Collaborative and able to work across an organization to accomplish goals 
  Comfortable with and excited by working in an early-stage environment; entrepreneurial spirit willingness to roll sleeves up 
  
 Education and Experience: 
  
  Bachelor's degree 
  5+ years of relevant healthcare experience 
 
 
   Who we are: 
   Centivo is an innovative health plan for self-funded employers on a mission to bring affordable, high-quality healthcare to the millions of working Americans who struggle to pay their medical bills. Anchored around a primary care based ACO model, Centivo saves employers 15 to 30 percent compared to traditional insurance carriers. Employees also realize significant savings through our free primary care (including virtual), predictable copay and no-deductible benefit plan design. Centivo works with employers ranging in size from 51 employees to Fortune 500 companies. For more information, visit centivo.com.   Headquartered in Buffalo, NY with offices in New York City and Buffalo, Centivo is backed by leading healthcare and technology investors, including a recent round of investment from Morgan Health, a business unit of JPMorgan & Co.
 
","https://www.indeed.com/applystart?jk=388d1145e8c9e099&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgZBTaDKH52GNWn6_KewyDpnUUKYs5yKqp3Fg7KgmoxhA&vjfrom=serp&astse=75fbf7e2521fe78e&assa=4235","388d1145e8c9e099",,"Remote",,"Dallas, TX","Senior Sales Solution Consultant","Posted today","4.8","6",,"2022-11-14T23:23:04.555Z","https://www.indeed.com/rc/clk?jk=388d1145e8c9e099&fccid=2ced079dba73f320&vjs=3"
