"company","description","externalApplyLink","id","jobType","jobType/0","jobType/1","jobType/2","jobType/3","location","positionName","postedAt","rating","reviewsCount","salary","scrapedAt","url"
"The Joint Chiropractic","Full-time Chiropractor position in Arlington, Texas.
We will support you with everything you need to succeed and feel valued, including a competitive salary and rewards from the outset. All you need to do is concentrate on care, on developing your skills and on looking after patients in the right way – The Joint way.
BENEFITS/COMPENSATION:1.) Competitive base pay $75,000 - $80,000 5 days/week2.) $60,000 base pay for 4 days/week3.) Serving people/patients in the community & helping them change their mindset about their health4.) Getting to be part of a close-knit, awesome team that feels more like family!5.) Opportunity to grow, whether in this specific position or to own a clinic down the road.6.) Paid Malpractice.7.) Potential Discounts on Annual CE’s.8.) Paid vacations/PTO for long term employment.9.) One on one training with Drs. and management to improve in not only adjusting skills, but patient education/table talk.10.) Be part of a nation-wide company (yet, this location owned by us) that allows for a close-knit connection of doctors.11.) You are offered health insurance benefits after your first 60 days.12.) We are a Cash-Based practice, no insurance hassles!
Duties: 1.) Manually adjust patients and remove subluxation, full spine (diversified, Thompson, drop table, etc)2.) Consult with patients by reviewing health and medical histories; questioning, observing, and examining patients; and reviewing any previous health documentation, as indicated.3.) Set and achieve clinic goals with other associate doctors and front desk wellness coordinators4.) Educate patients on the benefits of routine chiropractic care and how it may improve their quality of life. Develop and communicate a recommended course of treatment that is appropriate for each patient.5.) Doctor hours per week: (4 or 5 day/week positions that includes one weekend day) | M-F: 9:30 AM-2 PM, 2:45 - 7 PM | Weekend days: 9:30 AM-5 PM*Patient hours are 10 AM - 2PM, 2:45 -7 PM during the week, and 10 AM - 5 PM weekends
Qualifications: 

 A Doctor of Chiropractic degree from an accredited chiropractic college
 Passing scores for Parts I, II, III, and IV from NCBE
 A recent NBCE SPEC exam is an acceptable alternative for Part IV
 Valid DC license in the applicable state
 Fully eligible for Malpractice Insurance in the applicable state
 Must be able to work Sundays or Saturdays 9:30-5:00 on a weekly schedule

About Us
We’re passionate about the chiropractic profession, which is why we also give through contributions to Palmer, Life U, Sherman and the Texas Chiropractic Association. Each clinic of The Joint is a separate entity with an independent business owner. Our franchise group owns clinic locations in Texas, Oklahoma, and South Florida.
More and more chiropractors are starting their careers with The Joint behind them. Join the Movement!
Job Types: Full-time, Part-time, Contract
Pay: $75,000.00 - $80,000.00 per year
Benefits:

 Dental insurance
 Employee discount
 Health insurance
 Life insurance
 Paid time off
 Vision insurance

Medical specialties:

 Holistic Medicine

Schedule:

 Weekend availability

Supplemental pay types:

 Bonus pay

COVID-19 considerations:mask, disinfectant, sanitizer
Application Question(s):

 What techniques do you like to use when adjusting?
 Are you able to work a weekend day in your schedule?
 Are you seeking full-time or part-time employment?

License/Certification:

 Chiropractic License (Preferred)

Work Location: One location",,"756375e3b0386a6f",,"Full-time","Part-time","Contract",,"Arlington, TX 76118","Chiropractor","Posted today",,,"$75,000 - $80,000 a year","2022-11-14T23:20:45.446Z","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeZeuY1scYKWG_gczgjojXBG0t8wUNMAftv2avwzGBZ2Up_bNZlKpV6DkYOHF9DUVMv2MXeFD-66Gocab43JDsZ5ioHZYIK5vkiqDrexeoIJnY7FFUUBNTbC4chMxaSqHzWGhAE4mRGSkdGsfJlRdXUw0RCBASwcCCvMQClLUaXG5qPEqlEpBrfVxM1-wgGwT90X4k1cNQD3EvrTIXNEot-F7vas-fPX_kfaM3lWQ-lMTWq-Mq8Xdq5jg8vtT3wfhqGC594g3CoBeCIwJ5WBhlMeVOKElluPXqv5xbLP-AQLAMbOO0dlkmigaB6hOJbYOI8ZMQhuMMP1RpB8mF_7BkmPFxmxKuKltiQ3idxH7zSinxdLEKIx_f0Q6iI544R2-uIH_JJ5ycIEdnL2zweQhbxsVxc4mUJXR69pmyxK2bw0uYAIHrr9ocZnawvfqI6C3N_uq3cKcNperv_BLGEPA00_61QdVCT2nh6_vkS0vuhcw_hRajfDXaS_gSr96R_Vk=&xkcb=SoA5-_M3X8GAqhAzmT0ObzkdCdPP&p=10&fvj=1&vjs=3"
"McKesson","
 Current Need
  
  McKesson’s well-regarded Compliance and Ethics Department is seeking a dynamic individual with compliance and privacy, experience to serve as the Senior Manager, Compliance and Privacy, supporting McKesson’s Pharmaceutical Technology and Innovation Group (PTIG) and Ontada customer segments within McKesson Corporation. PTIG provides innovative technologies and solutions such as the licensing of SaaS and ASP services, which support retail pharmacies, hospitals, and other healthcare organizations to help improve their business growth and operational efficiencies. Ontada is an oncology data science and technology business dedicated to improving the lives of cancer patients. We are looking for a self-motivated, capable, enthusiastic, and dependable person to join our growing team in this collaborative and results-oriented position.
  
  
 Position Description
  
  As the Sr. Manager, Compliance and Privacy, you will be responsible for supporting and enhancing the overall compliance and privacy program within the PTIG business segment. The position will be based in McKesson’s Atlanta, GA or Las Colinas, TX office.
  
  The ideal candidate will have significant legal and/or compliance experience in building, enhancing and maintaining strong compliance and privacy programs. They will have broad familiarity with the regulatory requirements under OIG, DOJ, FDA, DEA, state Board of Pharmacy and related laws and regulations as well as a strong executive presence and the demonstrated ability to effectively collaborate with large teams consisting of business, legal, compliance, audit and human resources colleagues in a highly-matrixed environment.
  
  This will include establishing and updating written standards that will guide the business on appropriate compliance with regulatory requirements; educating workforce members on their privacy responsibilities and new standards; establishing and enhancing auditing and monitoring activities and corresponding metrics; and investigating potential policy and regulatory infractions within the business. The position will be responsible to monitor and mitigate risk to improvement business functions. The role will assist the business in developing structures and controls to facilitate appropriate data protection and utilization. The position will give advice to the business on the prevention, detection and correction of risk to the business.
  
  
 Minimum Requirements
  
  Typically has 7+ years relevant experience
  
  
 Critical Skills 
  
  
 
  7+ years of experience in pharmacy, healthcare compliance, privacy or Information Technology 
  Experience and knowledge of federal, state and local privacy laws and regulations 
  Experience evaluating and developing formal policies and procedures and appropriate training programs
   Experience conducting formal risk assessments and establishing ongoing targeted monitoring and auditing plans as well as leading the resolution of privacy problems, questions or complaints
   Excellent oral, written and interpersonal communication skills
   Process Improvement mindset
   Strong interpersonal and collaboration skills is a key to success in this position. Ability to build and foster relationships with operational, technical, compliance, regulatory, and legal professional throughout the organization
 
  
  Additional Skills 
  
 
  Proficiency in MS Word, Excel, and database software
   Exceptional negotiation skills
   Strong financial acumen
   Strategic thinking skills
   Self-directed worker with excellent organization and analytical skills
   Ability to work effectively with a variety of audiences at all levels of the organization
   Ability to maintain confidentiality of highly sensitive information
 
  
  Education
  
  4-year degree in related field or equivalent experience
  
  
 Certifications
  
  Certification in any relevant compliance or auditing programs preferred (i.e. IAPP, HCCA, CPA, etc.)
  
  
 Physical Requirements
  
 
   General Office Environment
 
  
  Benefits & Company Statement
  
  McKesson believes superior performance – individual and team – that helps us drive innovations and solutions to promote better health should be recognized and
  
  rewarded. We provide a competitive compensation program to attract, retain and motivate a high-performance workforce, and it’s flexible enough to meet the
  
  different needs of our diverse employee population.
  
  We are in the business of better health and we touch the lives of patients in virtually every aspect of healthcare. We partner with payers, hospitals, physician
  
  offices, pharmacies, pharmaceutical companies and others across the spectrum of care to build healthier organizations that deliver better care to patients in every
  
  setting.
  
  But we can’t do it without you. Every single McKesson employee contributes to our mission—whatever your title, whatever your role, you act as a catalyst in a chain
  
  of events that helps millions of people all over the globe. Talented, compassionate people are the future of our company—and of healthcare. At McKesson, you’ll
  
  collaborate on the products and solutions that help us carry out our mission to improve lives and advance healthcare. Working here is your opportunity to shape an
  
  industry that’s vital to us all.
  
  McKesson is an equal opportunity and affirmative action employer – minorities/females/veterans/persons with disabilities.
  
  Qualified applicants will not be disqualified from consideration for employment based upon criminal history.
  
  At McKesson, we care about the well-being of the patients and communities we serve, and that starts with caring for our people. That’s why we have a Total Rewards package that includes comprehensive benefits to support physical, mental, and financial well-being. Our Total Rewards offerings serve the different needs of our diverse employee population and ensure they are the healthiest versions of themselves. For more information regarding benefits at McKesson, please click here.
  
  As part of Total Rewards, we are proud to offer a competitive compensation package at McKesson. This is determined by several factors, including performance, experience and skills, equity, regular job market evaluations, and geographical markets. In addition to base pay, other compensation, such as an annual bonus or long-term incentive opportunities may be offered.
  
  
 Our Base Pay Range for this position
  
  $100,400 - $167,400
  
  
 McKesson is an Equal Opportunity/Affirmative Action employer. 
  
  All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.Qualified applicants will not be disqualified from consideration for employment based upon criminal history.
  
  McKesson is committed to being an Equal Employment Opportunity Employer and offers opportunities to all job seekers including job seekers with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to Disability_Accommodation@McKesson.com. Resumes or CVs submitted to this email box will not be accepted.
  
  Current employees must apply through the internal career site.
  
  
 Join us at McKesson!
","https://www.indeed.com/applystart?jk=911d6d5aab43e2e1&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXjmCICG1MBfXXadaU2hsX5p2Lr7DfU83qy6ilMSvPFMEw&vjfrom=serp&astse=e529b4c0e498b0fb&assa=5720","911d6d5aab43e2e1",,"Full-time",,,,"Irving, TX 75039","Sr. Manager, Compliance & Privacy","Posted today","3.5","6743",,"2022-11-14T23:20:46.290Z","https://www.indeed.com/rc/clk?jk=911d6d5aab43e2e1&fccid=a7c5036618407010&vjs=3"
"Carter Bloodcare","
 PRINCIPAL ACCOUNTABILITY
  The Phlebotomist 1 position provides a vital link in the procurement of a safe quality blood product. Essential functions of the Phlebotomist are to assist in smooth and efficient donor flow, determine donor acceptability, perform sterile venipuncture, collection of blood products, provide excellent customer service and ensure compliance with regulations and standard operating procedures throughout the entire donation process. 
 Regular full-time attendance is required during operational hours
  EDUCATION
 
   High school diploma or equivalent
   Some college a plus
 
  EXPERIENCE
 
   6 Months to 1 year of general work experience, or education in medical field that includes comparable experience such as an internship or externship.
   Customer service experience required. Intern and/or externship experience will satisfy this requirement.
   Previous blood banking experience or medical field experience a plus
   Prefer background in a highly regulated industry
   Bilingual skills and CDL driver a plus
 
  SKILLS AND KNOWLEDGE
 
   Computer knowledge
   Excellent customer service 
  Good verbal/written communication skills
   Self-motivated and positive with ability to work well with others in a team atmosphere.
   Detail-oriented in regards to document review (completeness, accurate, and legibly written), able to prioritize, and manage multiple tasks
 
  Carter BloodCare is an EEO/Affirmative Action employer. Carter BloodCare provides equal employment opportunities (EEO) to all employees and applicants and will not discriminate in its employment practices due to an employee’s or applicant’s race, color, religion, sex, sexual orientation, gender identity, age, national origin, genetic, and veteran or disability status. In addition to federal law requirements, Carter BloodCare complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. Carter BloodCare is a Pro Disabled & Veteran Employer.
  We maintain a drug-free workplace and perform pre-employment substance abuse testing.
","https://www.indeed.com/applystart?jk=b1394ce5421ca0ff&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXiN2264GdNzcFENEIVFTYs-VAq81dAHm7GpE1MqdfeWCQ&vjfrom=serp&astse=01fa96102c12594d&assa=5714","b1394ce5421ca0ff",,"Full-time",,,,"Bedford, TX 76021","Mobile Phlebotomist 1","Posted today","3.4","239","$17 an hour","2022-11-14T23:20:46.306Z","https://www.indeed.com/rc/clk?jk=b1394ce5421ca0ff&fccid=6a7b9cedef85a2a3&vjs=3"
"Laurenwood Nursing and Rehabilitation","Laurenwood Nursing and Rehabilitation, located in Duncanville, TX, is seeking experienced Certified Nursing Assistants (CNAs) to join the team.
Opportunities include:
-12-hour shifts (6a - 6p or 6p to 6a), and 
-8-hour shifts (6a - 2p / 2p - 10p / 10p - 6a)
Salary is largely based on a candidate's applicable experience, current licensing/credentials as required, and the content of a candidate's interview(s) with person(s) representing Paramount Healthcare.
Benefits including insurance are available to full-time employees.
Candidates must have a current license, a positive mindset, a successful work history, and applicable experience in a skilled nursing facility (SNF).
LVNs assist and perform duties as requested by the DON, ADON, and/or the facility Administrator.
He/She should exemplify personal professionalism in conduct, punctuality, and attire, as well as healthy relational skills with colleagues, residents, and family members of residents.
Job Type: Full-time
Pay: $14.00 - $17.00 per hour
Benefits:

 Dental insurance
 Health insurance
 Paid time off
 Vision insurance

Physical setting:

 Long term care
 Rehabilitation center

Standard shift:

 Day shift
 Evening shift
 Overnight shift

Weekly schedule:

 Monday to Friday
 Weekend availability

Ability to commute/relocate:

 Duncanville, TX 75116: Reliably commute or planning to relocate before starting work (Required)

Experience:

 caregiving: 1 year (Required)

License/Certification:

 CNA certification (Required)

Work Location: One location",,"833a8c1688b3a8e8",,"Full-time",,,,"Duncanville, TX 75116","CNA - Certified Nursing Assistant","Posted today","3","3","$14 - $17 an hour","2022-11-14T23:20:46.806Z","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtZH7rNsRutS97RUThT7zzGSr40GRiuO5DaYDC9-jlMztd3KC1afq5ySVGPIrzpTwy4ZnyXhDm1L77Dc1l5tve1IQMjPMFcIqm6AjQMJBrxv_LWleLFVSozMk4fj2-DGDXnPv_RpxdHHWrYusKK4n1YTJAvkJLTNA_tTKWHMJFcwu3N0cSfs0AbAn-NvSv6xw53EtjynkI_kKyCVT2gm3IdTpXrHdtMbd9yozJXjBULBDw8ym0kAKwuqU_CI2ekUd9w32FPlXUSvAKlD7dNJWxkgJqi4S6GZE8IkNK3TooB-DklttWI3G4smaJnWj0v5umNyHUznw41UQ6F34-jcNt8zDHl65-bzJlXSosaazr42nydbQwH99KWV60wcXcR_oIOfBh3fTHeJZ2Qn8Bx8P5jfG_beR33JG3s5dLUJIEfVhVRCzmP71NAiTAMyqV_tcSQP3dHiqOYHctN7x9FPd3qWzXAraxnM9sheGc9w7h9OZk8y0wdJkDZkeZZQ0wsYo=&xkcb=SoBx-_M3X8GAUTAz-z0LbzkdCdPP&p=10&fvj=1&vjs=3"
"Dallas Counseling and Treatment Center","The Company: 
Dallas Counseling and Treatment Center (DCTC) is a well-established behavioral health group practice with four offices across North Texas. We're presently searching for play therapists with accrued RPT CE hours working toward RPT status to join our Plano team. We provide RPT Supervision. We offer all the luxuries of private practice combined with the support from our clinical and administrative team. We remove the anxiety of operating a private practice while maintaining the flexibility we all seek. We have clear processes, consistent client referrals, a large administrative staff, and many benefits. We value meeting the individual needs of our clinicians which includes providing as much independence or support as you need, respecting your work/life balance, and providing consistent communication and feedback.
The Benefits: 
Have you felt stagnant in previous jobs? That will not happen at DCTC. We specialize in helping therapists grow into clinical experts. With a clearly defined growth plan, we assist you in identifying your specialty and then invest time and resources to help you achieve your goals. Many opportunities exist for continuing education, including EMDR basic and advanced training and ongoing continuing education opportunities provided by senior staff. You will have control over the type of clients you want to treat and are never expected to treat a client who isn't a good fit with your clinical approach and style.
We value our therapists and want them to work with us for many years. This means we have to adapt to your needs as the seasons of your life change, allowing you to achieve your personal and professional goals. We provide everything you need to do your job, including play, art, and activity therapy supplies, an individual computer or tablet, cell phone stipend, HIPAA compliant email, and phone, an electronic record-keeping system allowing voice dictated clinical notes, and nicely furnished and decorated office spaces.
The Position: 
Full-time therapists are asked to provide 28 counseling sessions per week and are paid for additional administrative time. This position is for a 5-day work week, with at least 4 in office days with evening hours. Therapists focus on providing clinical care, and the administrative staff handles the rest. No on-call work is required.
Licensure: 
· Full and unrestricted LPC, LCSW, and/or LMFT
The Location: 
DCTC-Plano is conveniently located near the Shops at Legacy at the intersection of Hedgcoxe and Legacy. Lunch options are endless and the Foodsby app serves our building. Foodsby provides daily lunch delivery from a preselected group of restaurants that changes each day. Make coffee and grab a snack between sessions from our kitchen.
We are currently utilizing a hybrid telehealth and in-person schedule to prevent employees from being required to come into the office. We are looking for clinicians that would be comfortable maintaining a hybrid Telehealth and in person schedule permanently.
Job Type: Full-time
Pay: $74,000.00 - $84,000.00 per year
Benefits:

 Dental insurance
 Health insurance
 Life insurance
 Paid time off

Experience:

 trauma: 2 years (Preferred)
 Play therapy: 1 year (Required)

Work Location: One location",,"10f1e379b5f78f73",,"Full-time",,,,"Plano, TX 75024","Play Therapist (LPC, LCSW, LMFT)","Posted today",,,"$74,000 - $84,000 a year","2022-11-14T23:20:47.203Z","https://www.indeed.com/company/Dallas-Counseling-and-Treatment-Center/jobs/Play-Therapist-10f1e379b5f78f73?fccid=6a2de6195cb8163e&vjs=3"
"FHR","Certified Medication Aide
Available Shift: FLEXIBLE Schedule!
Our mission is to provide quality, compassionate care to a community that is unable to perform the tasks associated with daily living without assistance. It is indeed our goal to provide dignity and respect to our aging community. We value those who have spent a lifetime paving the way for the current generation. Our goal is to care for our residents in the same manner we would expect to be cared for.
We are currently looking for Certified Medication Aide to join our care team!
As part of your responsibilities as a Certified Medication Aide (CMA) you will be directly serving our residents with daily needs and our patients during their recovery. Our ideal candidate would be compassionate with a commitment to providing excellent care to our patients and residents alike.
We are committed to providing the best available care to assist our residents and patients in regaining an independent and rewarding life. Our patients are our passion and we invite you to join our team!
What we offer: 

 Competitive wages based on experience
 Consistent assignments
 Flexible schedule options

Benefits: 

 Medical, Dental, Vision
 Paid Time Off
 Company Paid Life Insurance
 Voluntary Life Insurance for Employee, Employee Spouse, and Employee Children
 Short Term and Long Term Disability
 401(k)

Job Type: Full-time
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Health insurance
 Life insurance
 Paid time off
 Retirement plan
 Vision insurance

Medical specialties:

 Geriatrics

Physical setting:

 Long term care
 Rehabilitation center

Schedule:

 8 hour shift

License/Certification:

 Certified Medication Aide (Required)

Work Location: One location",,"af95f48bbe185a2f",,"Full-time",,,,"Wylie, TX 75098","Certified Medication Aide","Posted today",,,,"2022-11-14T23:20:47.509Z","https://www.indeed.com/company/Farmersville-Health-and-Rehab/jobs/Certified-Medication-Aide-af95f48bbe185a2f?fccid=d80797bd3ccb61d7&vjs=3"
"Positive Behavior Supports Corporation (PBS)","Join Our Amazing Registered Behavior Technician (RBT) Team Today!
Our Organization: 
PBS® Corp. is the premier provider in delivering in-home ABA services. You have the opportunity to work in dynamic family environments and carryout behavior programs in real world setting with a focus on quality of life. At PBS Corp., you are provided with a great team of leaders, peers and direct support staff. With PBS Corp., there are many opportunities for professional growth, as you are encouraged and supported in developing and executing goals.
Registered Behavior Technician (RBT) Job Description: 
The Registered Behavior Technician (RBT®) services are direct activities related to the delivery of behavior analysis services and are designated in and required by a behavior analysis service plan. The overriding goal of PBS Corp. Services is to enhance the autonomy and quality of life of individuals, their families, and others who support them. Each PBS Corp client has a behavior support plan; it is the responsibility of the behavior assistant to work with caregivers and/or staff to fully implement strategies within this plan and achieve the desired outcomes.
Benefits And Perks for RBT & Student Analyst: 

 Very Competitive Wages!
 Health insurance (for full time employees offering direct services 25+ hours per week)
 Paid Drive Time
 Mentorship Program
 University Partnerships that include tuition reduction
 Ability to grow as a professional in the field
 Ability to transfer to any of our operating service areas

Registered Behavior Technician (RBT) Responsibilities: 

 Assisting in restructuring environments and activities to support the clients’ behaviors
 Teaching skills that allow the individual to communicate and/or function more effectively
 Review behavior plans and other relevant (e.g., instructional) materials developed by behavior analysts for clients in order to facilitate consistent implementation and monitor outcomes appropriately.
 The implementation of behavioral procedures for acquisition of replacement skills and reduction of problematic behaviors
 Data collection and display as authorized by a recipient’s behavior analysis service plan
 Communicate openly with behavior analysts and regional coordinator
 Complete daily progress notes related to implementation of the intervention plan

Registered Behavior Technician (RBT) Qualifications: 

 A high school diploma and be at least 18 years of age
 Completion of Registered Behavior Technician (RBT) Credential or willingness to enroll and complete courses within the first 30 days of job offer
 Bachelor’s Degree, or near completion of a bachelor’s degree is preferred
 Strong verbal and written communication, time management and organizational skills, problem-solving
 The provider is responsible for all training requirements outlined in the New Contractor Checklist (provided by PBS) and RBT training checklist by the designated times (Required trainings vary by state and is regulated by the Behavior Analyst Certification Board)
 Proof of annual or required updated training shall be maintained on file for review

Registered Behavior Technician (RBT) Requirements: 

 Proven ability to work effectively with people from a variety of backgrounds
 Experience with applied settings with individuals on the autism spectrum or other developmental disability
 Clear level-two background check
 Verifiable work references

APPLY NOW! You are just a easy step away from becoming a member of Team PBS®!
We Proudly Serve: California, Florida, Georgia, Hawaii, Illinois, Maryland, Massachusetts, Michigan, New Jersey, North Carolina, Oregon, Texas and Washington
IND3
Job Types: Full-time, Part-time
Pay: $16.00 - $22.00 per hour","https://www.indeed.com/applystart?jk=ae9b00a2b96d331e&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhnWm3kkzG--Ehsf55IuhH_GQFsFDP3gSdjjHZnj9ZEfg&astse=960336075e6e7ee5&assa=7714","ae9b00a2b96d331e",,"Full-time","Part-time",,,"Coppell, TX","Behavior therapist / Registered Behavior Technician (RBT)","Posted today","3.7","296","$16 - $22 an hour","2022-11-14T23:20:47.882Z","https://www.indeed.com/company/Positive-Behavior-Supports-Corporation-(PBS)/jobs/Behavior-Therapist-ae9b00a2b96d331e?fccid=ca438b41070a6005&vjs=3"
"Smile Brands Inc.","
 Overview Do you love to smile and provide great customer service? Then a position as a Patient Service Representative is the position for you! Smile Brands, a Glassdoor Top 50 Best Place to Work, is seeking a high energy, professional to work in our fast growing call center.
  
  This position is responsible for effectively responding inbound New and Current Patient calls for Smile Brands Inc.’s affiliated offices and schedule first time and returning patient checkup appointments. Representatives will schedule callers and their family while providing excellent in customer service. Responsibilities include but are not limited to responding to new and current patient inquiries, handle patient concerns, reschedule requests.
  
  Starting hourly rate is 17.00 hourly plus a 300 sign-on bonus and an attractive monthly bonus program. Average annual equivalent salary with base and bonus range from 37K - 42K per year based on agent’s personal performance. Additionally, we offer a comprehensive benefits package for full-time positions, which includes: Medical, Dental, Vision, and Life Insurance, as well as a 401K. Smile Brands, Inc. and all relevant Affiliates are Equal Opportunity Employers.
  
  Essential Duties and Responsibilities
  Respond to inbound calls and online WEB appt requests to schedule appointments with the goal of securing an appointment for each prospect while creating a great customer experience
  Answer general questions
  Utilize knowledge tools to understand accepted insurance, office hours, scheduling guidelines and dentist details
  Explain dental discount plans to potential cash patient
  Must identify payer type to appropriately obtain insurance benefits to check status eligibility and office assignment.
  Cancel and reschedule appointments as necessary
  Follow up with patients that miss appointments
  Field patient concerns and escalate to Call Center Management for appropriate follow up
  Meet or exceed department performance targets to include; meeting average calls handled for the month, productivity goals, Quality Assurance expectations, maintain a strong and call to booked conversion and call to show conversion
  Other duties as assigned
  
  Opportunity to work remote in the following states: TX, CA, WA, OR, IL, NC, MI, AZ, UT, CO, FL or NY
  Responsibilities 
 Qualifications:
  
 
  
   High School Diploma or GED
  
   
  
   Knowledge in Microsoft Word and Excel
  
   
  
   Computer literate and confident learning new software systems
  
   
  
   Ability to type 35 WPM or greater
  
   
  
   Ability to multitask and strong organizational skills
  
   
  
   Team oriented
  
   
  
   Professional and confidential work ethics, strong attendance and positive attitude
  
   Preferred Experience:
   
   
  
   At least two years’ in customer/sales
  
   
  
   Fast paced call center working environment; preferably in dental, medical or insurance industry
  
 
",,"3a3e63a2d92f069a",,"Full-time",,,,"Plano, TX 75024","Patient Service Representative","Posted today","3.4","1120",,"2022-11-14T23:20:48.342Z","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DcNbQtVDx3DUCLSH-bSUdFLy88KIr4AWllF_VMvaQMvL7eKAMC6H8O4XI1Gt7FU-FBANuFEICASCLTaof_Wl2v1f4S_A0Z4hyG-CI-6eepOVK-COmX2KrXaScjV60-ebCCSeIxX7M49hHIf_RUpvsFS7jBd1vozFtx7bn8OOFe7KkQxUwfz8xz41xVv426OTcE_mfdbYMeTo-GBfKQY1kYyhtOwDY4ALXxukHxyS2EA4xg0dojytk0lMM2TVqHKJrmp_BPQVWCwYqTjJf0JTS1rkj9tlkTo9Aqo3uUoY6FsZRYf8FD48tRSnLk1oL_TykjlXe6wus2UCn9no86XHQ7WhStABjBcH1tXEOFJxyE1hluG2lxhr4iJeKt7mumob7-U3-2Y9JgPsksRcQB_mWpO_0pl9jmY_3Rx_0nKxeU9COJ3i0H9HD0DJBQkW2K93smKcHLa0GRFQ6o2lSIX6FnteZeTRXR0EHfBYuoqtEUD2ZypUPpYgOP_ReJhp-MxNU4QfJW6GaXQI1c0___-IOzh4K9up1o9vez9S0czWbjgB3ybrDzKe-HR1ETlN2ZtB0=&xkcb=SoBy-_M3X8GAbfAVDj0KbzkdCdPP&p=8&fvj=0&vjs=3"
"Midlothian Heathcare Center","We are currently looking for a 2pm-10pm Certified Medication Aide. Canidate must be certified through the state of Tx. Our company DO NOT use Medical Assistance. Canidate must also have a CNA license, able to work the floor as a CNA when in need. There is a $1,500 sign on bonus that is offered to full time employees.
Job Types: Full-time, Part-time
Pay: $15.00 - $18.00 per hour
Benefits:

 AD&D insurance
 Dental insurance
 Free parking
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Paid training
 Referral program
 Vision insurance

Medical specialties:

 Geriatrics

Physical setting:

 Long term care
 Nursing home

Schedule:

 8 hour shift
 Evening shift
 Holidays
 Overtime
 Weekend availability

Supplemental pay types:

 Overtime pay
 Signing bonus

Work Location: One location",,"5bba3962a454b2bd",,"Full-time","Part-time",,,"Midlothian, TX 76065","Certified Medication Aide","Posted today","3","22","$15 - $18 an hour","2022-11-14T23:20:48.515Z","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARkOfL8QM7qOepVDX57YGYSDhBXG9cTwvdkYLwE_KLv0yKQskB7FDNEpRSMKe2-1CxpDNAFR7wCh_5lxGOf8x18nAJiedpkGyDteXEHaezQ7jbAbqyueKDkBcqG9Blzo2fk-P2Y3oHABIVBfXhCc5IUxY5G_cFbQ0GONgEax2DxWhNX9yN58jloSWuD6ECAeFCPFnORETFFGWeTDB2byKci7adV0TG0SRqUjIXNByaZLkV7fd6fiwD24bIZOPdEUcWzmdhcxyDd7u4BYzjUgSE9KjjZLQZ_NKWhXUz9ejKr-zgUa150LdPlw5cKv5VtQWRlKH_vPUeeVR5Kr1A4_P4RTJrhpH1yDXjpTY_PghrlGpkux2xJIL7Bh4rXT7t_drvAEOqUpD2idY-WQFFIiVmnq64kfl0olhYkf9NUyM_7xbJjgomaoaAkhO-HGF_OskLKTg0fULOBy11hJo3R6brvENUvwquK8Dkzq8ZdFdW5cEGChoMsnWXS1N0mQxtguk=&xkcb=SoBu-_M3X8GAbcAVDj0KbzkdCdPP&p=1&fvj=1&vjs=3"
"My Eye Lab DFW","We are looking for a few good people who have some optical experience to join our team in the optical experience is a plus but we will train the right person.
Full Job Description
We need an energetic outgoing individual with great customer service skills. We will train the right person. This is a great opportunity to learn and grow.
Greet our patients and customers as they enter the store, identify patients’ needs to ensure an easy and memorable experience while providing promotional products and services available
Answer customers inquiries
Assists patients and customers to choose eyewear that best fit their budget requirements as well as eyecare needs
Troubleshoot and identify problems related to prescription
Resolve customer complaints, diffuse unsatisfied patients, and provide solutions to remedy situations
Attain sales goals established while complying with company and local policies and procedures
Adhering to quality control standards including OSHA and other safety requirements
Ensure brand standards by performing basic housekeeping duties when necessary
Other duties as assigned and required
Job Types: Full-time, Part-time
Pay: $12.00 - $14.00 per hour
Benefits:

 Vision insurance

Schedule:

 Monday to Friday
 Weekend availability

Supplemental pay types:

 Bonus pay
 Commission pay

COVID-19 considerations:Masks are encouraged and regularly sanitize the store
Work Location: One location",,"791370061cf25255",,"Full-time","Part-time",,,"Richardson, TX 75080","Optical Sales Associate","Posted today","3","8","$12 - $14 an hour","2022-11-14T23:20:49.352Z","https://www.indeed.com/company/My-Eye-Lab-DFW/jobs/Optical-Sales-Associate-791370061cf25255?fccid=ff2b034be8a00aa1&vjs=3"
