"company","description","externalApplyLink","id","jobType","jobType/0","jobType/1","location","positionName","postedAt","rating","reviewsCount","salary","scrapedAt","url"
"Innovative Refrigeration Systems","
 Innovative Refrigeration Systems, Inc. is a premier custom design build contractor for industrial refrigeration systems, providing design, fabrication, construction, commissioning, and service in-house. 
 The Construction Engineer is a field position working on large industrial refrigeration construction projects. This developmental role will include project engineering, quality control/inspection/investigation, material management and organization and other tasks as needed. The role will support the Project Management team, VP of Construction, Safety Manager and Project Foreman. The role will interact with customer personnel including the Project Manager and Project Superintendent. This role will be involved in all aspects of mechanical and electrical construction for industrial refrigeration systems. This position has excellent growth potential including various leadership roles. This role is a full-time traveling position that will require significant nationwide travel. 
 Requirements 
 
  BSME/BSMET or equivalent 
  2+ yrs of experience with MEP field construction 
  Excellent mechanical aptitude 
  Leadership experience 
  100% TRAVEL: Willing and able to comply with a heavy travel schedule. Typical travel will involve 10 days away from home with 4 day weekends at home. 
  Strong mechanical aptitude required; prefer past experience with hand tools, vehicle/motorcycle repair, or other machine repair (farming equipment, etc.). 
  Ability to read construction drawings 
  Company is a tobacco-free workplace and, as such, no tobacco products are allowed during the workday on the jobsite(s). 
  Position requires a pre-employment drug screening, random drug testing, felony screening, and motor vehicle record screening. If you have had a DUI in the last 5 years, you will not be hired. 
  Ability to handle multiple tasks and projects simultaneously 
  Position requires pre-employment background check and drug screening. Ability to climb 40-foot extension ladders and work on all types of ladders 
  Ability to operate scissor lifts, fork trucks, boom lifts, lulls, and other industrial equipment safely 
  Requires face-to-face communication and contact with others (face-to-face, telephone, email, or otherwise) 
  
 Preferences 
 
  Experience with refrigeration, HVAC, or process piping 
  
 Founded in 1993, Innovative Refrigeration Systems has grown from a humble garage shop into a powerhouse in ammonia refrigeration. We meet our customers’ needs and exceed their expectations. Innovative Refrigeration Systems holds itself to a higher standard of quality. 
 Company Values: 
 Our company focuses on four core values: Safety, Quality, Experience and Reliability. Innovative Refrigeration Systems not only meets the needs of our customers, but exceeds their expectations. We hold ourselves to a higher standard, and pursue ever-improving quality. As a full service company, our customers have come to count on our commitment to excellence in every system and service we provide. 
 
  Safety: Our company is one of the few in the state of Virginia that is OSHA SHARP certified which means we are a model for workplace health and safety. The safety of our employees is a top priority for us. 
  Quality: We settle for only the best, and our customers know when they work with us that they are getting the best-in-class products and services. 
  Experience: We focus on ensuring our staff have the experience necessary to thrive in their career. We do this by offering apprenticeship opportunities, our self-guided STAR training program, and by placing a heavy focus on internal training. 
  Reliability: High quality product from the start is critical in sustaining long-lasting relationships with our customers. From design, to construction, and continuing into service and aftermarket support, our team offers unbeatable full life-cycle refrigeration expertise. 
  
 Benefits: 
 
  Retirement plan; 401K company match dollar for dollar up to 15% 
  Health insurance; company pays 75% of the premiums for employee/family 
  Dental insurance 
  Vision insurance 
  Weekly pay 
  Competitive vacation & holiday pay 
  Supplemental insurance available (Aflac) 
  Short-term & long-term disability coverage 
  Accidental death/dismemberment coverage after one year of employment 
  Life insurance coverage after one year of employment 
  Employee referral incentives 
  Opportunities for advancement, professional development, training opportunities, and apprenticeship programs available 
  Discounts on cell phone plans, rental vehicles, and other company discounts for eligible positions
 

",,"686e0c3878bd2578",,"Full-time",,"Dallas, TX","Construction Engineer (Dallas)","Posted today","3.1","66",,"2022-11-14T23:17:30.354Z","https://www.indeed.com/rc/clk?jk=686e0c3878bd2578&fccid=6f995776e115ab84&vjs=3"
"Ericsson","
 
  Our Smart Manufacturing team is looking for a Test Engineer to develop, implement and maintain cost-efficient, ergonomic, and safe production, claims, and repair processes, equipment, and tools according to production rules.
 
  
 
 
   Our Exciting Opportunity:
 
 
   Participate in scaling up a brand new smart factory producing 5G radio network products
   You get to work with best in class local and global teams to understand advanced automated test systems for 5G radio products
   As part of this role you will interact with 5G test development engineers, taking an active part in hardware and software installation, verification, and maintenance
   You will analyze and root cause manufacturing process test failures using basic statistical analysis tools and general electrical or RF knowledge and skills
 
  
 
 
   You Have:
 
 
   Bachelor’s Degree in Electrical Engineering, Telecommunications, or similar technical field
   Minimum 2 years of experience supporting automated HW test systems in high-volume operations, continuously improving test productivity in the whole manufacturing process including test time reduction, test yield, and test equipment availability, and stability improvement
   Experience with operation of RF measurement instruments such as spectrum analyzers, signal generators, network analyzers, digital multi-meters (DMM) and oscilloscopes
   Experience with SW & HW test systems installation, verifications, and maintenance
   Experience with failure analysis for test failed in-house production and in the manufacturing process (including No Fault Found)
   Familiarity with monitoring manufacturing KPIs such as Yield, Cp/Cpk
   Understanding of telecommunication systems and familiar with at least one of the following areas such as Transceiver, Antenna, Filter, or Power Amplifier
   Fluent English both spoken and written
 
  
 
 
   You might also have:
 
 
   Basic software coding skills (Python scripting, etc)
   Understanding Statistical Process Control (SPC) and data analysis concepts
   Six Sigma Yellow Belt
 
  
 
 
   Why join Ericsson?
 
 
   Here at Ericsson, our culture is built on over a century of courageous decisions. With us, you will no longer be dreaming of what the future holds – you will be redefining it. You won’t develop for the status quo but will build what replaces it. Joining us is a way to move your career in any direction you want; with hundreds of career opportunities in locations all over the world, in a place where co-creation and collaboration are embedded into the walls. You will find yourself in a speak-up environment where empathy and humanness serve as cornerstones for how we work, and where work-life balance is a priority. Welcome to an inclusive, global company where your opportunity to make an impact is endless.
 
",,"842314f0042df037",,"Full-time",,"Lewisville, TX 75067","Test Engineer","Posted today","4.1","6750",,"2022-11-14T23:17:31.645Z","https://www.indeed.com/rc/clk?jk=842314f0042df037&fccid=82656d64a9a3e6a7&vjs=3"
"MECCO","SERVICE ENGINEER
About MECCO: 
For over 130 years, MECCO has been a leader in the development of products for permanent marking and traceability. Opportunity abounds as the demand from organizations to mark products continues to rise and spread to a wide range of industries.
With systems installed around the world, our customers' continued loyalty is a testament to MECCO’s renowned service-minded culture. As much as we focus on customers, we also know that our employees are a vital component to continued success and the future of MECCO.
We want each and every employee to be successful and develop their own rewarding career. That’s why one of our core values is pursuing personal and company growth, because we know that when you succeed, we all succeed.
JOIN OUR TEAM
Based out of our Pittsburgh area headquarters, we pride ourselves on being a culture-based company buzzing with high-energy. Aside from the enthusiastic environment, you'll enjoy:
· Competitive salary
· Paid Holiday, Vacation, and Personal Time
· Comprehensive Insurance Package
· Employer Matched 401(k) Program with 100% vesting day one
· Your birthday is a holiday – enjoy a day off on us!
· MECCO employee appreciation and activities throughout the year
Position summary: 
The primary purpose of this exempt position is to serve as a technical expert on laser products with a high level of application understanding under the supervision of the Service Manager. This position can be fulfilled in a remote capacity.
Essential functions and responsibilities: 
· Diagnose, repair, and test laser marking systems.
· Educate customers on the technologies MECCO offers and how to best integrate engineered marking solutions into the manufacturing processes.
· Provide customers with onsite installation and support.
· Conduct onsite product demonstrations, sales presentations and engineering assessments to determine the best solutions for the manufacturer.
· Communicate with internal teams and customers via phone and email.
· Support Inside Sales Team to maintain demo laser systems.
· Perform other duties as needed.
Success factors/job competencies: 
· Attention to Detail
· Safety Orientation
· Accuracy
· Mechanical/Electrical Aptitude
· Communication Skills
· Independent Decision Making
· Creative Problem Solving
· Willingness to Learn/Grow
· Organization
· Customer Focus
· Incumbent will be required to use a computer with keyboard, telephone or handheld mobile device for extended periods of time, and office machinery as needed.
· Individual will be required to use basic hand tools and power tools on occasion.
· While performing the duties of this job, the employee is occasionally exposed to moving mechanical parts.
· Individual will be required to lift, push, pull, and carry up to fifty (50) pounds occasionally, and/or up to twenty (20) pounds frequently, and/or up to ten (10) pounds constantly.
· Work involves occasional exposure to unpleasant elements, such as fumes, loud noises, etc.
· Incumbent must be able to read, see, hear, and speak.
· The employee may have to frequently travel to customer sites (up to 90% travel).
Physical demands and work environment: 
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Work Days and Shifts: 
Position works Monday – Friday, daylight hours (8AM-5PM), and additional time as needed to complete work.
Education/Certification(s)/License(s) required: 
· Bachelor’s Degree in mechanical engineering, physical engineering, or physics; Or, an Associate’s Degree with a minimum of six (6) years of experience.
· May be required to participate in safety trainings and/or certifications provided by the Company or customers.
· Valid driver’s license, as employee will be required to travel on a regular basis.
Experience/Other required: 
· Moderate computer and software knowledge.
· Advanced understanding of Microsoft Office.
· Strong knowledge of Salesforce and/or CRM is preferred.
· Sandler Sales training experience is strongly preferred.
· Strong decision making abilities.
· Excellent written and verbal communication skills.
· Fluency in Spanish a plus, but not required.
Job Type: Full-time
Pay: $50,000.00 per year
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee assistance program
 Flexible spending account
 Health insurance
 Life insurance
 Paid time off
 Professional development assistance
 Referral program
 Tuition reimbursement
 Vision insurance

Schedule:

 8 hour shift
 Monday to Friday

Work Location: On the road",,"d1232d3eb30800be",,"Full-time",,"United States","Service Engineer","Posted today","4.5","14","$50,000 a year","2022-11-14T23:17:32.196Z","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CPWazMbnqRMvRWkrk9qArukGN_Zq_gHfpejWruDy1M20aIkC7r1A2vUOaojFsznPgvV5U_D7pPEVTREiq558h3u1rqQB4px_lH7srgDa7h0OzeucNf8greLx00YoilgKPxIz6tuzfkA43HJeZAOJXPW9xlTdzaKUe6A3IPm1xAAQ9tpAB6UfyGFcp6SU7BQ3B0rw9iHVxr3uuwmU1W1yUFz4V0ucuI82HsgeOM3BnBeLrITtskkIKLbTgUuOYwq6J_4eiohB1TOUWqWLe5XFcAVt3FqfkLD2M9TJZdFoq-v4t81gvmD2JgKnzYMh-qPzsssYlDgF7toQSwbzcBqyapYD9Z9VW0AJfEI_tZXXZhhoThgafOmMYDRh_kgNc_wgZgqbXQ8RwpNbgYVXtBspqs0SgnqgXurEC_uQFq_nIjsAoKzQM8jLGMaMW3hBew2Z48ASk3cMqAtqwSLEUBSYGq0VDXvE5fz2DhkCiS887Aw9rVybsscfvu&xkcb=SoBb-_M3X8F4gPQtLx0IbzkdCdPP&p=14&fvj=1&vjs=3"
"WorkCog","1.Application Programming Introduction2. GIT Repository concepts with GITHUB and TORTOISE GIT3. PL/SQL Programming with Oracle XE and SQL Developer4. Object Oriented Programming with example programs5. Java Programming using STS (Spring Tool Suite)6. Java COLLECTIONS framework7. Webservices - SOAP and REST, Service Providers, Service Consumers, Service Contracts and Data Representation8. Spring deep dive includes (Spring and Springboot concepts)9. Maven build tools10. Unit Testing & Code coverage11. Jenkins - CI/CD tools12. Angular JS13. Messaging Queues - RabbitMQ/Kafka/ActiveMQ14. MongoDB - No SQL Concept15. AWS Basics - IAAS, PAAS, SAAS, Containers - Dockers/Kubernetes16. Unix Components & Basics of shell programming17. AGILE
Job Type: Contract
Experience:

 REST: 1 year (Preferred)
 Java: 1 year (Preferred)

Work Location: Remote",,"447a436c8208ce5b",,"Contract","Remote","Dallas, TX","Java Training and Placement for CPT,OPT,STEM OPT","Posted today",,,,"2022-11-14T23:17:32.300Z","https://www.indeed.com/company/WorkCog/jobs/Java-Training-Placement-Cpt-447a436c8208ce5b?fccid=04542d75b9ce9d61&vjs=3"
"Halliburton","We are looking for the right people — people who want to innovate, achieve, grow, and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. We foster a work environment that’s inclusive as well as diverse, where our people can be themselves. Experience the challenges, rewards, and opportunity of working for one of the world’s largest providers of products and services to the global energy industry. 

 Under general supervision applies functional specifications and uses engineering tools to design products, perform product changes and new development 
Independently processes data, writes engineering reports, and conducts diagnosis of routine product malfunctions 
Contributes to reliability analysis such as risk assessments and Failure Mode Effects Analysis by compiling and examining data 
Identifies the testing requirement at a system level with the emphasis on complying with test standards and Halliburton’s Health, Safety, and Environment procedures 
Contributes to Halliburton’s Intellectual Property portfolio by preparing Invention Disclosures and recognizing ideas that have Intellectual Property potential without disclosing confidential information 
Coordinates with project leads to produce project deliverables by assessing input requirements and applying functional specifications 
Develops relationships through excellent communication skills and acts as a key resource to provide innovative solutions 
May participate in professional societies in area of specialization 
Skills acquired through the completion of a degree in Mechanical Engineering or similar discipline 
Minimum educational requirement of a master’s degree and zero years’ experience or bachelor’s degree and two or more years’ related experience 
Candidates having qualification that exceed the minimum job requirements will receive consideration for higher-level roles given (1) their experience, (2) additional job requirements, and/or (3) business needs. Depending on education, experience and skill level, a variety of job opportunities might be available from Mechanical Engineer, Senior Mechanical Engineer up to Principal Mechanical Engineer Halliburton is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, disability, genetic information, pregnancy, citizenship, marital status, sex/gender, sexual preference/ orientation, gender identity, age, veteran status, national origin, or any other status protected by law or regulation. 

 Location 
2550 Country Club Dr. , Carrollton , Texas , 75006 , United States 

 Job Details 

Requisition Number: 171634 

Experience Level: Experienced Hire 

Job Family: Engineering/Science/Technology 

Product Service Line: Completion Tools 

Full Time / Part Time: Full Time 

 
Additional Locations for this position:
","https://www.indeed.com/applystart?jk=396fd054daa8a411&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXgx_EKlLHqCCh2pxBqDSyG42Lr7DfU83qy6ilMSvPFMEw&vjfrom=serp&astse=65339652b5d9be2d&assa=2376","396fd054daa8a411",,"Full-time",,"Carrollton, TX 75006","Mechanical Engineer - Principal Mechanical Engineer","Posted today","3.9","6924",,"2022-11-14T23:17:32.583Z","https://www.indeed.com/rc/clk?jk=396fd054daa8a411&fccid=0e4554ac6dcff427&vjs=3"
"Amphenol FSI","
 The position requires candidates to be U.S. persons as defined inITAR, 22CFR 120.15(U.S. Citizenship or Resident Alien Status)
  Amphenol Fiber Systems International (AFSI) is a global leader in the Harsh Environment Fiber Optic Interconnect design and manufacturing. We are part of Amphenol Corporation, one of the world's largest providers of high-technology interconnect, sensor, and antenna solutions. We are a full-service fiber optic company specializing in fabricating and manufacturing fiber optic connectivity products and systems. Our commitment to technical excellence makes us an industry leader in producing sophisticated products and providing professional technical assistance in the fiber optic industry. AFSI, located in Allen, Texas, has and will continue to base its strategy on technical and application support, quality assurance, product performance, and value.
  The Applications Engineeris responsible forunderstanding and interpreting all customer requirements to the Organization's operations, and ensuring that the organization manufactures a product that meets or exceeds customers' expectations.The Application Engineers work closely with the Business Development Team to evaluate new opportunities and respond to Request for Quotes and Request for Information.
 
  Essential Functions:
 
   Provide clients with technical support as needed and relay information to our development
   Respond to technical Requests for Quotes and Requests for Information
   Prepare detailed bills of material for costing and configuration of Optical assemblies
   Contribute to sales presentations, as well as demonstrate prototypes and completed applications
   Keep up with advancements in application engineering and new technologies
 
  Required Knowledge, Skills, and Abilities:
 
   Proactive with a desire to improve organizational performance
   Ability to make decisions and excel in situations characterized by uncertainty
   Strong interpersonal and teamwork skills.
   Previous experience in sales or customer services is advantageous
   Excellent analytical and problem-solving abilities
   Exceptional customer service and interpersonal skills
   Superb collaboration and communication
   Great organization and time management
   Must work well in a team environment and commit to continuous improvement
 
  Required Education and Experience:
 
   Bachelor's degree in Mechanical, Electrical, or Industrial Engineering preferred
   1 -5 years experience in manufacturing quality engineering, process engineering, or product engineering (Or relevant internship experience)
   Good understanding of the use of MS PowerPoint and Excel
   U.S. person as defined in ITAR, 22CFR 120.15(U.S. Citizenship or Resident Alien Status)
 

",,"79ff008610b7ae17",,,,"Allen, TX","Applications Engineer","Posted Today",,,"$75,000 - $90,000 a year","2022-11-14T23:17:32.883Z","https://www.indeed.com/rc/clk?jk=79ff008610b7ae17&fccid=2ad392737f52ca78&vjs=3"
"AECOM","We will give you the flexibility you need to do your best work with hybrid work options. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed. You will help us foster a culture of equity, diversity and inclusion – a safe and respectful workplace, where we invite everyone to bring their whole selves to work using their unique talents, backgrounds and expertise to create transformational outcomes for our clients. We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business. We offer competitive pay and benefits, well-being programs to support you and your family, and the development resources you need to advance your career. When you join us, you will connect and collaborate with a global network of experts – planners, designers, engineers, scientists, consultants, program and construction managers – leading the change toward a more sustainable and equitable future. Join us and let’s get started. As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours. 

 AECOM is seeking an Entry-Level Civil Engineer to be based in Dallas, TX. 

 _This position is expected to begin in December 2022._ 

 At AECOM, we’re delivering a better world. 

 We believe infrastructure creates an opportunity for everyone. Whether it’s improving your commute, keeping the lights on, providing access to clean water, or transforming skylines, our work helps people and communities thrive. 

 Our clients trust us to bring together the best people, ideas, technical expertise, and digital solutions to our work in transportation, buildings, water, the environment, and new energy. We’re one global team – 47,000 strong – driven by a common purpose to deliver a better world. 

 The responsibilities of this position include, but are not limited to: 

 + Hydrologic and Hydraulic Modeling using the US Army Corps of Engineers Hydrologic Engineering Center's Hydrologic Modeling System (HEC-HMS), and River Analysis System (HEC-RAS) 

 + Development of flood study reports and maps using AutoCAD and GIS tools 

 + Review data and technical analyses submitted to revise FEMA Flood Insurance Rate Maps and process letters of map revision (LOMRs) on behalf of FEMA. 

 + Preparing correspondence regarding map revision requests and coordinating with applicants on the map revision request submittals. 

 
Minimum Requirements :
 + B.S. in Civil Engineering, Hydrology, or a related field 

 
Preferred Qualifications :
 + Demonstrate coursework in hydrology and open-channel hydraulics 

 + Good written and oral communication skills 

 + EIT/FE or ability to obtain within 12 months 

 + Strong written and oral communication, quantitative and interpersonal skills 

 + Proficient use of PC-based applications (MS Word, Excel, Access), as well as a motivated, hardworking team player with attention to detail 

 + Strong work ethic and professional demeanor 

 + Proactive on assignments and demonstrate initiative 

 + Must work independently with minimal supervision and complete multiple technical tasks under tight deadlines. 

 + This position does not include sponsorship for United States work authorization. 

 + Relocation assistance is not provided for this role. 

 Here, you will have freedom to grow in a world of opportunity. 

 We will give you the flexibility you need to do your best work. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed. 

 With infrastructure investment accelerating worldwide, our services are in great demand, and there’s never been a better time to be at AECOM! Join us, and you’ll get all the benefits of being a part of a global, publicly traded firm – access to industry-leading technology and thinking and transformational work with big impact and work flexibility. 

 We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business. 

 AECOM provides a wide array of compensation and benefits programs to meet the diverse needs of our employees and their families. We also provide a robust global well-being program. We’re the world’s trusted global infrastructure firm, and we’re in this together – your growth and success are ours too. 

 As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours. 

 Join us and let’s get started.","https://www.indeed.com/applystart?jk=763431fc99b9d70e&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXhBw9k0cnECz5nh6DdK1Ff9GQFsFDP3gSdjjHZnj9ZEfg&vjfrom=serp&astse=c1c971ce654297b0&assa=3972","763431fc99b9d70e",,,,"Dallas, TX 75219","Entry-Level Civil Engineer","Posted today","3.7","5035",,"2022-11-14T23:17:34.140Z","https://www.indeed.com/rc/clk?jk=763431fc99b9d70e&fccid=bafa4b35e9cd20ce&vjs=3"
"Veridants tech solution","Hardware Engineer
Plano, TX (Onsite)
Full time
Must Have Skill Set
Troubleshooting of wireless network issues through the systematic test and debugging of hardware and software systems
Design of RAN hardware site solutions including dimensioning of hardware components including baseband processing elements as well as radio units
Interface between customers and Samsung R&D center for product design, implementation, and issue resolution
It is important to have hands on experience with cellular RAN equipment like baseband units and radio units and a good understanding of the hardware specs/features/functions.
Job Type: Full-time
Salary: $80,101.82 - $95,083.89 per year
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee assistance program
 Employee discount
 Flexible schedule
 Flexible spending account
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Parental leave
 Professional development assistance
 Referral program
 Relocation assistance
 Retirement plan
 Tuition reimbursement
 Vision insurance

Schedule:

 8 hour shift

Willingness to travel:

 25% (Preferred)

Work Location: On the road
Speak with the employer+91 8319862317",,"01c0936ed32e3587",,"Full-time",,"Plano, TX","Hardware Engineer","Posted today",,,"$80,102 - $95,084 a year","2022-11-14T23:17:34.697Z","https://www.indeed.com/company/Veridants-tech-solution/jobs/Hardware-Engineer-01c0936ed32e3587?fccid=038f452ca6af5d5f&vjs=3"
"Integrated Test Corp.","The SMT Engineer develops, reviews, and optimizes SMT processes to improve productivity and efficiency for new and existing products. Maintains production line functionality, performance, and process completeness. In addition to the following Essential Functions, other related tasks may be assigned.
ESSENTIAL FUNCTIONS: 

 Monitors SMT process effectiveness and improves efficiency by optimizing machine setup, line configurations and program.
 Prepares process documentations. Conducts failure analysis, provide corrective and preventative action recommendations.

Trains SMT Technicians and Machine Operators.Effectively communicates with internal and external clients.SMT process engineers play a center role in striving for higher proficiency through optimizing SMT assembly manufacturing line.
Job Type: Full-time
Pay: $65,000.00 - $85,000.00 per year
Benefits:

 401(k)
 Dental insurance
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Professional development assistance
 Retirement plan
 Tuition reimbursement
 Vision insurance

Schedule:

 8 hour shift

Ability to commute/relocate:

 Dallas, TX 75238: Reliably commute or planning to relocate before starting work (Required)

Work Location: One location",,"fdd5312f758b94f1",,"Full-time",,"10365 Sanden Dr, Dallas, TX 75238","SMT Process Engineer","Posted today",,,"$65,000 - $85,000 a year","2022-11-14T23:17:35.354Z","https://www.indeed.com/company/itc/jobs/Smt-Process-Engineer-fdd5312f758b94f1?fccid=589513e9dfef31fd&vjs=3"
"Bell Textron Inc.","
 
  Eng Mfg Machine Planning III
  
   307798
  
 
 
 
   We are pioneers. We were the first to break the sound barrier and to design the first functional jetpack. We were aboard NASA’s first lunar mission and brought advanced tiltrotor systems to market. Today, we are defining the future of on-demand mobility. At Bell, we are proud to work for an iconic company with superb talent, rapidly creating novel and coveted vertical lift experiences. 
  Work Performed: 
  Under general supervision, determines from Engineering information the most efficient and expedient method of machining parts or assemblies, including gears, splined shafts and other toothed parts, where dimensional sequencing of operation is required on general or specialized machine shop equipment. Such determination must be related to the rate of production required and requires that the Engineer determine:
   
   
  
   
    Starting material size, form and condition.
    
   
    Sequence of fabrication operations and their relation to operational processes of treatment and finish.
    
   
    Selection of machines and accessories available and capable of securing required tolerances dimensions and shape.
    
   
    Orders, by word description and/or sketch (Tool Orders), special, perishable, and gage tooling sufficient for purchase, make, or design and make of such items.
    
   
    Sequence and method of assembly of predominately machined parts such as transmissions, gearboxes, drive shafts, rotor heads and engines.
   
  
   
   
  The Engineer’s work comprises:
   
   
  
   
    The setting of initial speeds and feeds of machine tools based on available data and experience.
    
   
    The creation of operation sheets, tool orders, sketches, dimensional charts, material operation diagrams and lists.
    
   
    The analysis of shop operations to: 
     
      
       Correct for heat treat distortion.
       
      
       Adjust dimensions for fit and function and to secure Engineering change when required.
       
      
       Correct machine selections, operation, definition or tooling to reduce scrap or cost.
       
     
   
   
    Analyze and processes planning paper related to drawings, designs, specifications, and changes to same.
    
   
    Plans heat treated weldments or machined weldments.
    
   
    Directs and instructs lower classified Planners.
    
   
    Maintains records and schedules of work assigned.
    
   
    Duties may involve miscellaneous functions such as analyzing, investigating and preparing facility studies relative to plant areas, man-hour, machinery and equipment cost, and specifying proper machines to be purchased, reviewing work to be sub-contracted and advising and assisting sub-contractors on Production Engineering and Manufacturing problems.
   
  
 
 
 
   Qualifications: 
  
   
    Two (2) years college or equivalent, with preferred courses in: 
     
      
       Math through Trigonometry and Analytical Geometry.
       
      
       Engineering Material.
       
      
       Metallurgy of aircraft type materials.
       
     
   
   
    Must have sufficient education to be able to: 
     
      
       Solve mathematical problems as related to machine shop practices.
       
      
       To communicate either orally or in writing with personnel at Engineering level, as well as personnel at machine operator level.
       
     
   
  
  Minimum experience of: 
  
   
    
     
      Six (6) years general machine shop experience, or
      
     
      Three (3) years general machine shop experience with recent machine planning experiences in a lower classification of at least two years, or
      
     
      Three (3) years of machine trade school plus one (1) year of machine shop direct experience.
      
    
   
  
  Don’t miss the chance to join a diverse, inclusive environment that embodies one of our core values, Lift Each Other Up. As a member of our global workforce, you will collaborate with dedicated, enthusiastic teams where differences in experiences, backgrounds and ideas combined with a strong passion for our products take us above and beyond flight. 
  This position requires use of information which is subject to the International Traffic in Arms Regulations (ITAR). All applicants must be U.S. persons within the meaning of ITAR. ITAR defines a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.
  
  
    
  
 
 
   EEO Statement
   
   Textron is committed to providing Equal Opportunity in Employment, to all applicants and employees regardless of, race, color, religion, gender, age, national origin, military status, veteran status, handicap, physical or mental disability, sexual orientation, gender identity, genetic information or any other characteristic protected by law.
   
  
 
 
   This position requires use of information which is subject to the International Traffic in Arms Regulations (ITAR) and/or the Export Administration Regulations (EAR)., Non-U.S. persons selected must meet eligibility requirements for access to export-restricted information. , The ITAR/EAR defines a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.
   
  
 
 
   Pay Transparency Policy Statement
   
   The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise, have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.
   
  
 
 
   Applicants selected will be subject to a government security investigation and must meet eligibility requirements, including US Citizenship, for access to classified information.
 
 
 
  
    
  
 
 
   Job Field Manufacturing
 
 
   Primary Location US-Texas-Grand Prairie
 
 
   Recruiting Company Bell Textron Inc.
 
 
   Schedule Full-time
 
 
   Job Level Individual Contributor
 
 
   Shift First Shift
 
 
   Job Posting 11/14/2022, 2:30:57 PM
 
 
   Textron (and its subsidiaries) participates in E-Verify. We will provide the U.S. Social Security Administration (SSA) and, if necessary, the U.S. Department of Homeland Security (DHS) with information from each new employer’s Form I-9 to confirm work authorization.
 

","https://www.indeed.com/applystart?jk=0be6e320f057143f&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YmZE5d5THV8u75cuc0H6Y26AwfY51UOGmh3Z9h4OvXit8CwxSr4WD3t7LcqIqk02VAq81dAHm7GpE1MqdfeWCQ&vjfrom=serp&astse=741489068f1e1e93&assa=5556","0be6e320f057143f",,"Full-time",,"Grand Prairie, TX","Eng Mfg Machine Planning III","Posted today","3.9","747",,"2022-11-14T23:17:35.751Z","https://www.indeed.com/rc/clk?jk=0be6e320f057143f&fccid=0c201367cb03df15&vjs=3"
